Div,Date,HomeTeam,AwayTeam,FTHG,FTAG,FTR,HTHG,HTAG,HTR,HS,AS,HST,AST,HC,AC,HY,AY,HR,AR,Season
E0,25/02/2023,Crystal Palace,Liverpool,0,0,D,0,0,D,6,12,0,4,5,3,2,5,0,0,2022/23
E0,26/02/2023,Tottenham,Chelsea,2,0,H,0,0,D,8,10,3,2,4,4,2,3,0,0,2022/23
E0,01/03/2023,Arsenal,Everton,4,0,H,2,0,H,15,8,5,5,5,1,0,2,0,0,2022/23
E0,01/03/2023,Liverpool,Wolves,2,0,H,0,0,D,15,4,6,1,5,2,2,3,0,0,2022/23
E0,04/03/2023,Man City,Newcastle,2,0,H,1,0,H,11,5,3,2,8,4,2,4,0,0,2022/23
E0,04/03/2023,Arsenal,Bournemouth,3,2,H,0,1,A,31,4,9,4,17,1,0,2,0,0,2022/23
E0,04/03/2023,Aston Villa,Crystal Palace,1,0,H,1,0,H,8,3,1,0,2,4,2,3,0,1,2022/23
E0,04/03/2023,Brighton,West Ham,4,0,H,1,0,H,20,3,9,2,7,3,0,3,0,0,2022/23
E0,04/03/2023,Chelsea,Leeds,1,0,H,0,0,D,13,11,3,2,5,7,2,0,0,0,2022/23
E0,04/03/2023,Wolves,Tottenham,1,0,H,0,0,D,8,21,5,6,4,8,1,1,0,0,2022/23
E0,04/03/2023,Southampton,Leicester,1,0,H,1,0,H,11,11,5,0,3,4,4,2,0,0,2022/23
E0,05/03/2023,Nott'm Forest,Everton,2,2,D,1,2,A,10,10,4,3,3,3,3,5,0,0,2022/23
E0,05/03/2023,Liverpool,Man United,7,0,H,1,0,H,18,8,8,4,4,3,2,3,0,0,2022/23
E0,06/03/2023,Brentford,Fulham,3,2,H,1,1,D,14,9,6,5,2,3,0,3,0,0,2022/23
E0,11/03/2023,Bournemouth,Liverpool,1,0,H,1,0,H,5,15,2,6,3,8,2,1,0,0,2022/23
E0,11/03/2023,Everton,Brentford,1,0,H,1,0,H,13,12,6,4,5,8,2,1,0,0,2022/23
E0,11/03/2023,Leeds,Brighton,2,2,D,1,1,D,12,14,4,2,4,7,1,1,0,0,2022/23
E0,11/03/2023,Leicester,Chelsea,1,3,A,1,2,A,17,12,7,6,2,5,1,2,1,0,2022/23
E0,11/03/2023,Tottenham,Nott'm Forest,3,1,H,2,0,H,15,9,7,5,2,10,3,1,0,0,2022/23
E0,11/03/2023,Crystal Palace,Man City,0,1,A,0,0,D,4,14,0,4,2,6,2,2,0,0,2022/23
E0,12/03/2023,Fulham,Arsenal,0,3,A,0,3,A,12,15,2,7,4,8,0,1,0,0,2022/23
E0,12/03/2023,Man United,Southampton,0,0,D,0,0,D,10,17,4,4,7,8,2,0,0,0,2022/23
E0,12/03/2023,West Ham,Aston Villa,1,1,D,1,1,D,17,12,6,4,13,2,1,0,0,0,2022/23
E0,12/03/2023,Newcastle,Wolves,2,1,H,1,0,H,19,7,8,4,10,3,1,2,0,0,2022/23
E0,15/03/2023,Brighton,Crystal Palace,1,0,H,1,0,H,11,11,5,3,1,4,1,2,0,0,2022/23
E0,15/03/2023,Southampton,Brentford,0,2,A,0,1,A,7,11,1,5,3,3,1,2,0,0,2022/23
E0,17/03/2023,Nott'm Forest,Newcastle,1,2,A,1,1,D,5,15,3,4,3,7,5,1,0,0,2022/23
E0,18/03/2023,Aston Villa,Bournemouth,3,0,H,1,0,H,20,10,9,3,9,6,1,4,0,0,2022/23
E0,18/03/2023,Brentford,Leicester,1,1,D,1,0,H,11,14,2,1,8,4,1,2,1,0,2022/23
E0,18/03/2023,Southampton,Tottenham,3,3,D,0,1,A,19,17,7,3,10,3,1,1,0,0,2022/23
E0,18/03/2023,Wolves,Leeds,2,4,A,0,1,A,23,11,8,4,5,4,3,5,1,0,2022/23
E0,18/03/2023,Chelsea,Everton,2,2,D,0,0,D,20,12,7,3,8,2,2,2,0,0,2022/23
E0,19/03/2023,Arsenal,Crystal Palace,4,1,H,2,0,H,15,8,5,4,5,4,0,1,0,0,2022/23
E0,01/04/2023,Man City,Liverpool,4,1,H,1,1,D,17,4,8,1,7,1,1,1,0,0,2022/23
E0,01/04/2023,Arsenal,Leeds,4,1,H,1,0,H,13,7,6,5,4,3,0,2,0,0,2022/23
E0,01/04/2023,Bournemouth,Fulham,2,1,H,0,1,A,12,10,7,2,4,3,1,4,0,0,2022/23
E0,01/04/2023,Brighton,Brentford,3,3,D,2,2,D,33,7,15,5,14,0,2,1,0,0,2022/23
E0,01/04/2023,Crystal Palace,Leicester,2,1,H,0,0,D,31,3,9,2,10,1,3,4,0,0,2022/23
E0,01/04/2023,Nott'm Forest,Wolves,1,1,D,1,0,H,17,8,7,1,4,3,3,5,0,0,2022/23
E0,01/04/2023,Chelsea,Aston Villa,0,2,A,0,1,A,27,5,8,2,13,2,3,3,0,0,2022/23
E0,02/04/2023,West Ham,Southampton,1,0,H,1,0,H,12,9,2,3,5,3,0,2,0,0,2022/23
E0,02/04/2023,Newcastle,Man United,2,0,H,0,0,D,22,6,6,1,7,4,0,0,0,0,2022/23
E0,03/04/2023,Everton,Tottenham,1,1,D,0,0,D,15,8,6,2,3,3,0,3,1,1,2022/23
E0,04/04/2023,Bournemouth,Brighton,0,2,A,0,1,A,14,16,3,6,5,5,1,1,0,0,2022/23
E0,04/04/2023,Leeds,Nott'm Forest,2,1,H,2,1,H,21,13,6,1,11,4,1,4,0,0,2022/23
E0,04/04/2023,Leicester,Aston Villa,1,2,A,1,1,D,9,15,4,5,4,8,2,0,1,0,2022/23
E0,04/04/2023,Chelsea,Liverpool,0,0,D,0,0,D,12,7,3,4,3,5,1,4,0,0,2022/23
E0,05/04/2023,Man United,Brentford,1,0,H,1,0,H,18,6,3,1,12,3,3,2,0,0,2022/23
E0,05/04/2023,West Ham,Newcastle,1,5,A,1,2,A,7,15,2,8,7,6,2,1,0,0,2022/23
E0,08/04/2023,Man United,Everton,2,0,H,1,0,H,29,15,11,1,10,4,0,0,0,0,2022/23
E0,08/04/2023,Aston Villa,Nott'm Forest,2,0,H,0,0,D,8,6,3,2,1,8,3,4,0,0,2022/23
E0,08/04/2023,Brentford,Newcastle,1,2,A,1,0,H,12,10,6,4,6,5,0,0,0,0,2022/23
E0,08/04/2023,Fulham,West Ham,0,1,A,0,1,A,16,9,3,5,11,4,1,1,0,0,2022/23
E0,08/04/2023,Leicester,Bournemouth,0,1,A,0,1,A,14,19,4,7,6,6,0,3,0,0,2022/23
E0,08/04/2023,Tottenham,Brighton,2,1,H,1,1,D,9,17,3,4,3,7,3,1,0,0,2022/23
E0,08/04/2023,Wolves,Chelsea,1,0,H,1,0,H,9,13,4,1,8,8,2,5,0,0,2022/23
E0,08/04/2023,Southampton,Man City,1,4,A,0,1,A,4,13,1,8,0,10,0,2,0,0,2022/23
E0,09/04/2023,Leeds,Crystal Palace,1,5,A,1,1,D,11,16,7,8,2,4,3,1,0,0,2022/23
E0,09/04/2023,Liverpool,Arsenal,2,2,D,1,2,A,21,9,6,5,5,4,4,4,0,0,2022/23
E0,15/04/2023,Aston Villa,Newcastle,3,0,H,1,0,H,16,8,6,2,7,2,1,1,0,0,2022/23
E0,15/04/2023,Chelsea,Brighton,1,2,A,1,1,D,8,26,2,10,2,8,2,2,0,0,2022/23
E0,15/04/2023,Everton,Fulham,1,3,A,1,1,D,15,21,7,7,4,8,3,2,0,0,2022/23
E0,15/04/2023,Southampton,Crystal Palace,0,2,A,0,0,D,11,9,4,2,6,2,3,1,0,0,2022/23
E0,15/04/2023,Tottenham,Bournemouth,2,3,A,1,1,D,24,6,8,6,8,1,1,2,0,0,2022/23
E0,15/04/2023,Wolves,Brentford,2,0,H,1,0,H,11,10,9,3,5,2,1,1,0,0,2022/23
E0,15/04/2023,Man City,Leicester,3,1,H,3,0,H,12,10,4,4,6,2,1,1,0,0,2022/23
E0,16/04/2023,West Ham,Arsenal,2,2,D,1,2,A,16,11,3,5,7,2,1,2,0,0,2022/23
E0,16/04/2023,Nott'm Forest,Man United,0,2,A,0,1,A,6,22,0,8,4,9,2,2,0,0,2022/23
E0,17/04/2023,Leeds,Liverpool,1,6,A,0,2,A,13,13,3,7,4,2,0,1,0,0,2022/23
E0,21/04/2023,Arsenal,Southampton,3,3,D,1,2,A,25,8,6,6,7,2,1,5,0,0,2022/23
E0,22/04/2023,Fulham,Leeds,2,1,H,0,0,D,12,10,5,2,8,6,1,4,0,0,2022/23
E0,22/04/2023,Brentford,Aston Villa,1,1,D,0,0,D,6,14,5,2,8,4,3,2,0,0,2022/23
E0,22/04/2023,Crystal Palace,Everton,0,0,D,0,0,D,12,10,2,5,8,1,1,1,0,1,2022/23
E0,22/04/2023,Leicester,Wolves,2,1,H,1,1,D,15,16,8,3,1,7,1,3,0,0,2022/23
E0,22/04/2023,Liverpool,Nott'm Forest,3,2,H,0,0,D,18,11,6,5,9,3,0,1,0,0,2022/23
E0,23/04/2023,Bournemouth,West Ham,0,4,A,0,3,A,17,18,5,10,8,5,1,2,0,0,2022/23
E0,23/04/2023,Newcastle,Tottenham,6,1,H,5,0,H,25,11,8,3,9,3,0,3,0,0,2022/23
E0,25/04/2023,Wolves,Crystal Palace,2,0,H,1,0,H,9,14,3,4,6,11,5,4,0,0,2022/23
E0,25/04/2023,Aston Villa,Fulham,1,0,H,1,0,H,14,1,3,0,8,2,3,2,0,0,2022/23
E0,25/04/2023,Leeds,Leicester,1,1,D,1,0,H,13,15,3,3,3,6,4,2,0,0,2022/23
E0,26/04/2023,Nott'm Forest,Brighton,3,1,H,1,1,D,12,17,5,7,2,7,2,0,0,0,2022/23
E0,26/04/2023,Chelsea,Brentford,0,2,A,0,1,A,15,7,4,1,5,2,1,2,0,0,2022/23
E0,26/04/2023,West Ham,Liverpool,1,2,A,1,1,D,7,20,2,4,3,6,0,0,0,0,2022/23
E0,26/04/2023,Man City,Arsenal,4,1,H,2,0,H,14,8,9,2,1,3,3,1,0,0,2022/23
E0,27/04/2023,Everton,Newcastle,1,4,A,0,1,A,13,15,5,8,3,14,2,1,0,0,2022/23
E0,27/04/2023,Southampton,Bournemouth,0,1,A,0,0,D,11,16,2,2,6,4,0,3,0,0,2022/23
E0,27/04/2023,Tottenham,Man United,2,2,D,0,2,A,18,17,7,8,6,8,1,2,0,0,2022/23
E0,29/04/2023,Crystal Palace,West Ham,4,3,H,3,2,H,16,8,6,4,8,5,1,2,0,0,2022/23
E0,29/04/2023,Brentford,Nott'm Forest,2,1,H,0,1,A,14,5,8,3,6,0,1,2,0,0,2022/23
E0,29/04/2023,Brighton,Wolves,6,0,H,4,0,H,22,10,8,2,2,5,1,1,0,0,2022/23
E0,30/04/2023,Bournemouth,Leeds,4,1,H,2,1,H,12,15,7,6,2,6,1,0,0,0,2022/23
E0,30/04/2023,Fulham,Man City,1,2,A,1,2,A,4,12,1,9,2,5,1,3,0,0,2022/23
E0,30/04/2023,Man United,Aston Villa,1,0,H,1,0,H,14,7,6,1,1,4,2,0,0,0,2022/23
E0,30/04/2023,Newcastle,Southampton,3,1,H,0,1,A,22,4,5,3,11,2,1,4,0,0,2022/23
E0,30/04/2023,Liverpool,Tottenham,4,3,H,3,1,H,12,10,4,7,5,2,3,2,0,0,2022/23
E0,01/05/2023,Leicester,Everton,2,2,D,2,1,H,15,23,6,8,2,9,4,1,0,0,2022/23
E0,02/05/2023,Arsenal,Chelsea,3,1,H,3,0,H,16,7,10,4,7,2,0,2,0,0,2022/23
E0,03/05/2023,Liverpool,Fulham,1,0,H,1,0,H,15,9,3,3,7,5,0,0,0,0,2022/23
E0,03/05/2023,Man City,West Ham,3,0,H,0,0,D,16,6,7,2,6,3,0,1,0,0,2022/23
E0,04/05/2023,Brighton,Man United,1,0,H,0,0,D,22,16,6,5,8,6,4,4,0,0,2022/23
E0,06/05/2023,Bournemouth,Chelsea,1,3,A,1,1,D,10,11,4,5,7,7,1,3,0,0,2022/23
E0,06/05/2023,Man City,Leeds,2,1,H,2,0,H,18,4,6,2,10,1,0,3,0,0,2022/23
E0,06/05/2023,Tottenham,Crystal Palace,1,0,H,1,0,H,8,7,3,2,8,4,3,5,0,0,2022/23
E0,06/05/2023,Wolves,Aston Villa,1,0,H,1,0,H,6,16,2,3,5,6,3,3,0,0,2022/23
E0,06/05/2023,Liverpool,Brentford,1,0,H,1,0,H,15,5,5,1,7,3,4,2,0,0,2022/23
E0,07/05/2023,Newcastle,Arsenal,0,2,A,0,1,A,12,10,5,6,9,4,2,1,0,0,2022/23
E0,07/05/2023,West Ham,Man United,1,0,H,1,0,H,15,19,4,4,5,6,0,2,0,0,2022/23
E0,08/05/2023,Fulham,Leicester,5,3,H,3,0,H,17,18,7,9,2,7,0,3,0,0,2022/23
E0,08/05/2023,Brighton,Everton,1,5,A,0,3,A,23,10,5,5,15,1,1,5,0,0,2022/23
E0,08/05/2023,Nott'm Forest,Southampton,4,3,H,3,1,H,9,19,4,5,2,11,1,0,0,0,2022/23
E0,13/05/2023,Leeds,Newcastle,2,2,D,1,1,D,9,18,4,5,2,6,3,2,1,0,2022/23
E0,13/05/2023,Aston Villa,Tottenham,2,1,H,1,0,H,8,5,4,2,8,3,3,3,0,0,2022/23
E0,13/05/2023,Chelsea,Nott'm Forest,2,2,D,0,1,A,14,11,6,2,2,5,3,1,0,0,2022/23
E0,13/05/2023,Crystal Palace,Bournemouth,2,0,H,1,0,H,17,5,5,0,11,2,0,2,0,0,2022/23
E0,13/05/2023,Man United,Wolves,2,0,H,1,0,H,27,5,9,0,11,7,3,2,0,0,2022/23
E0,13/05/2023,Southampton,Fulham,0,2,A,0,0,D,5,9,1,4,1,8,2,0,0,0,2022/23
E0,14/05/2023,Brentford,West Ham,2,0,H,2,0,H,24,4,10,4,7,5,1,0,0,0,2022/23
E0,14/05/2023,Everton,Man City,0,3,A,0,2,A,7,9,3,4,8,6,1,0,0,0,2022/23
E0,14/05/2023,Arsenal,Brighton,0,3,A,0,0,D,14,12,2,6,5,2,1,2,0,0,2022/23
E0,15/05/2023,Leicester,Liverpool,0,3,A,0,2,A,4,16,4,5,4,4,2,1,0,0,2022/23
E0,18/05/2023,Newcastle,Brighton,4,1,H,2,0,H,22,8,9,2,6,1,2,4,0,0,2022/23
E0,20/05/2023,Tottenham,Brentford,1,3,A,1,0,H,22,11,8,4,8,2,1,1,0,0,2022/23
E0,20/05/2023,Bournemouth,Man United,0,1,A,0,1,A,10,20,4,5,3,6,1,0,0,0,2022/23
E0,20/05/2023,Fulham,Crystal Palace,2,2,D,1,1,D,11,11,4,5,7,4,3,0,0,0,2022/23
E0,20/05/2023,Liverpool,Aston Villa,1,1,D,0,1,A,10,6,5,3,9,4,3,5,0,0,2022/23
E0,20/05/2023,Wolves,Everton,1,1,D,1,0,H,13,19,5,4,1,7,5,1,0,0,2022/23
E0,20/05/2023,Nott'm Forest,Arsenal,1,0,H,1,0,H,6,11,2,3,3,6,3,2,0,0,2022/23
E0,21/05/2023,West Ham,Leeds,3,1,H,1,1,D,19,12,9,3,9,5,1,3,0,0,2022/23
E0,21/05/2023,Brighton,Southampton,3,1,H,2,0,H,26,5,8,1,4,3,2,5,0,0,2022/23
E0,21/05/2023,Man City,Chelsea,1,0,H,1,0,H,15,13,2,6,5,2,0,2,0,0,2022/23
E0,22/05/2023,Newcastle,Leicester,0,0,D,0,0,D,23,1,4,1,12,1,2,0,0,0,2022/23
E0,24/05/2023,Brighton,Man City,1,1,D,1,1,D,20,13,7,4,5,1,2,1,0,0,2022/23
E0,25/05/2023,Man United,Chelsea,4,1,H,2,0,H,18,14,9,5,3,4,1,1,0,0,2022/23
E0,28/05/2023,Arsenal,Wolves,5,0,H,3,0,H,14,6,8,0,8,4,0,0,0,0,2022/23
E0,28/05/2023,Aston Villa,Brighton,2,1,H,2,1,H,12,8,5,4,4,3,4,4,0,0,2022/23
E0,28/05/2023,Brentford,Man City,1,0,H,0,0,D,11,17,4,3,3,4,4,0,0,0,2022/23
E0,28/05/2023,Chelsea,Newcastle,1,1,D,1,1,D,22,13,5,4,10,3,0,0,0,0,2022/23
E0,28/05/2023,Crystal Palace,Nott'm Forest,1,1,D,0,1,A,16,7,4,4,5,4,0,2,0,0,2022/23
E0,28/05/2023,Everton,Bournemouth,1,0,H,0,0,D,13,7,6,2,9,3,1,3,0,0,2022/23
E0,28/05/2023,Leeds,Tottenham,1,4,A,0,1,A,19,11,2,7,12,3,3,0,0,0,2022/23
E0,28/05/2023,Leicester,West Ham,2,1,H,1,0,H,13,16,4,3,3,5,1,1,0,0,2022/23
E0,28/05/2023,Man United,Fulham,2,1,H,1,1,D,21,10,8,3,5,4,1,2,0,0,2022/23
E0,28/05/2023,Southampton,Liverpool,4,4,D,2,2,D,15,30,10,8,2,9,0,2,0,0,2022/23
